office_name,pincode,delivery_status,office_type,region,division
Dabar B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Fogera B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Girab B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Harsani B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Lunukhurd B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Malwa B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Nand B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Sura B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Unroad B.O,344011,Delivery,BO,Jodhpur,Region Barmer
KHABDALA B.O,344011,Delivery,BO,Jodhpur,Region Barmer
Ranigaon S.O,344012,Delivery,PO,Jodhpur,Region Barmer
Akoda B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Balau B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Balera B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Dudhwakhurd B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Goliar B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Junapatrasar B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Radwa B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Sanau B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Sanwlore B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Taratara B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Taratara Math B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Undkha B.O,344012,Delivery,BO,Jodhpur,Region Barmer
Samdari S.O,344021,Delivery,PO,Jodhpur,Region Barmer
Ajit B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Arthandi B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Bamseen B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Bhalron Ka Bada B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Deedhas B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Kamon Ka Bada B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Karmawas B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Khejadiyali B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Kotari B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Majal B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Rampura B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Ranideshipura B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Ratri B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Sewali B.O,344021,Delivery,BO,Jodhpur,Region Barmer
Samdari RS S.O,344021,Non-Delivery,PO,Jodhpur,Region Barmer
Balotra S.O,344022,Delivery,PO,Jodhpur,Region Barmer
Jagsa B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Janiyana B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Kaludi B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Kitnod B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Mungda B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Sarana B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Sinli Jagir B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Tapra B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Tilwara B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Asada B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Asotra B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Bhunka B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Bithuja B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Budiwara B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Dakha B.O,344022,Delivery,BO,Jodhpur,Region Barmer
Balotra IA S.O,344022,Non-Delivery,PO,Jodhpur,Region Barmer
Balotra SB S.O,344022,Non-Delivery,PO,Jodhpur,Region Barmer
Jasol S.O,344024,Delivery,PO,Jodhpur,Region Barmer
Mewanagar S.O,344025,Delivery,PO,Jodhpur,Region Barmer
Kalyanpur S.O (Barmer),344026,Delivery,PO,Jodhpur,Region Barmer
Asarwa [Araba] B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Bagawas B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Balau Jati B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Doli Rajguran B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Dolikallan B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Godawas B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Gwalnada B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Korna B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Mandali B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Nagana B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Neori B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Raniadashipura B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Sarwadi Purohitan B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Soorpura B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Thumbali B.O,344026,Delivery,BO,Jodhpur,Region Barmer
Parlu S.O,344027,Delivery,PO,Jodhpur,Region Barmer
Jethantri B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Kanana B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Kankrala B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Kharwa B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Sillore B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Umarlai B.O,344027,Delivery,BO,Jodhpur,Region Barmer
Gudamalani S.O,344031,Delivery,PO,Jodhpur,Region Barmer
Alpura B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Banta B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Bhakharpura B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Bhedana B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Daboi B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Dangaria B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Dedawas B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Gandhavkallan B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Jalikheda B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Junwa Jagir B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Nagarnava B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Piprali B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Ratanpura B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Sindhasawa Chauhan B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Sindhasawa Harniyan B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Undari Juni B.O,344031,Delivery,BO,Jodhpur,Region Barmer
Pachpadra City S.O,344032,Delivery,PO,Jodhpur,Region Barmer
Badnava B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Bhandiyawas B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Chilanadi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Gopari B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Kalewa B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Khanoda B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Kharda BS B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Khardi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Khokhsar B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Kudi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Kumpalia B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Newai B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Pachpadra Salt B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Pareu B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Patau Khurd B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Patodi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Patodi Navatala B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Richholi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Sajiyali Pk B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Sathuni Purohitan B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Simarkhiya Khara B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Simarkhiya Purohitan B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Thob B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Tirsinghdi B.O,344032,Delivery,BO,Jodhpur,Region Barmer
Ed Sindhari B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Golia Jet B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Hodu B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Jogasar B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Kamthai B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Khara Mahechan B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Kharia Khurd B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Khudala B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Koslu B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Lolawa B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Mandawala B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Mangle Ki Beri B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Nehron Ki Dhani B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Nimbalkot B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Nokhada B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Nosar B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Panyala Kallan B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Ranasar Khurd B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Sada B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Sadecha B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Sanpa Manji B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Shobhala Jetmal II B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Sindhari S.O,344033,Delivery,PO,Jodhpur,Region Barmer
Adel B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Band B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Chadon Ki Dhani B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Chhotu B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Dandali B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Dhanne Ki Dhani B.O,344033,Delivery,BO,Jodhpur,Region Barmer
Baitu S.O,344034,Delivery,PO,Jodhpur,Region Barmer
Akadara B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Baitu Bhimji B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Baitu Chimanji B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Baitu Panji B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Bhimarl R.S. B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Bhimarlai B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Bhojasar B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Chandesara B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Chidiya B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Dudhwa B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Go R.S. B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Kanod B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Kharapar B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Khattu B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Kolu B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Madhasar B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Panawara B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Santara B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Somesara B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Uttarni B.O,344034,Delivery,BO,Jodhpur,Region Barmer
Kavas S.O,344035,Delivery,PO,Jodhpur,Region Barmer
Bandra B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Batadu B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Bhimda B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Bhurtia B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Chitar Ka Par B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Chokhala B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Harkhali B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Hudon Ki Dhani B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Jhak B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Kosariya B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Lunada B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Madpura Barwala B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Madpura Sani B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Rateu B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Rohili B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Uttarlai Mines B.O,344035,Delivery,BO,Jodhpur,Region Barmer
Gida B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Hire Ki Dhani B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Jajwa B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Jakhada B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Keshumbla Bhatian B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Khimpsar B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Lapundara Tarli B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Manpura Kharda B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Punion Ka Tala B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Shahar B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Shohda B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Swau Moolraj B.O,344037,Delivery,BO,Jodhpur,Region Barmer
Swau Padamsingh S.O,344037,Delivery,PO,Jodhpur,Region Barmer
Mokalsar S.O,344043,Delivery,PO,Jodhpur,Region Barmer
Bhagwa B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Dhiran B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Kathadi B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Khandap B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Kundal B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Mahilawas B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Motisara B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Rakhi B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Ramania B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Sella B.O,344043,Delivery,BO,Jodhpur,Region Barmer
Deora B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Devandi B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Golia Bhailan B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Gudanal B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Indrana B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Kuship B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Maori B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Meli Bandha B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Moothali B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Padarli B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Siner B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Thapan B.O,344044,Delivery,BO,Jodhpur,Region Barmer
Siwana S.O,344044,Delivery,PO,Jodhpur,Region Barmer
Gadra Road S.O,344501,Delivery,PO,Jodhpur,Region Barmer
Bandasar B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Boothia B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Chandi Ka Par B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Jaisindh R.S. B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Jaisindhar B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Khaniyani B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Leelma B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Medusar B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Munabao B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Panchala B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Rohidi B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Shahdad Ka Par B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Sundra B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Tamlore B.O,344501,Delivery,BO,Jodhpur,Region Barmer
Ramsar S.O (Barmer),344502,Delivery,PO,Jodhpur,Region Barmer
Abhey Ka Par B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Babuguleria B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Bhachbhar B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Bhilon Ka Par B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Bukar B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Chadi B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Detani B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Gagaria B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Gardia B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Kachhabe Ki Dhani B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Kantal Ka Par B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Kharchi B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Kharia Kallan B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Pandhi Ka Par B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Ranasar B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Sajan Ka Par B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Setrau B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Tamliyar B.O,344502,Delivery,BO,Jodhpur,Region Barmer
Shiv S.O,344701,Delivery,PO,Jodhpur,Region Barmer
Arang B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Balai B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Balasar B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Bhinyad B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Bissukallan B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Chochra B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Dhani Jan Singh Ki Beri B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Dharvi Kallan B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Dharvi Khurd B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Jasa Ka Gaon B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Jhankali B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Junejon Ki Basti B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Kanasar B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Kashmir B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Kotra B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Mokhab B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Mungeria B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Nagarda B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Nimbla B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Pusad B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Tanu Mansingh B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Thumbali B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Undu B.O,344701,Delivery,BO,Jodhpur,Region Barmer
Chohtan S.O,344702,Delivery,PO,Jodhpur,Region Barmer
Adrim Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Alamsar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Antia B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Baori Kallan B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Bhojaria B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Binjasar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Binjrad B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Booth Rathodan B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Burhan Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Dedusar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Dhanau B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Dharasar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Dhok B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Gohar Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Gumane Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Intada B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Jaisar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Jalila B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Juna Lakhwara B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Kaprau B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Kelnoor B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Kharia Rathodan B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Konra B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Lakhwara B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Mate Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Mitharau B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Mithe Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Navatala Jetmal B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Nehron Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Netrad B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Paradia B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Punjasar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Rabasar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Ramjan Ki Gaffan B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Ratasar B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Saiyon Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Sanwa B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Sarupe Ka Tala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Shobhala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Shobhala Jetmal B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Somarad B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Sriramwala B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Uparla B.O,344702,Delivery,BO,Jodhpur,Region Barmer
Rawatsar S.O (Barmer),344703,Delivery,PO,Jodhpur,Region Barmer
Borwa B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Chawa B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Kharantia Khurd B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Punion Ki Basti B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Ramsar Ka Kua B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Sanjata B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Sarli B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Sarnu B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Sewaniyala B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Taku Beri B.O,344703,Delivery,BO,Jodhpur,Region Barmer
Dhorimana S.O,344704,Delivery,PO,Jodhpur,Region Barmer
Alamsariya B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Arniyali B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bamarla B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bamnore Amarshah B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bhag Bhare Ki Beri B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bhalikhal B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bhalisar B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bherudi B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bhimthal B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bhunia B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bisarniya B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Boli B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Bore Charnan B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Chalkana B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Dudhu B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Gora B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Kabooli B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Kartia B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Katarla B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Kekar B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Khari B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Kitnoria B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Koja B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Koliyana B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Kothala B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Loharwa B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Lukhu B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Mangta B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Manki B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Mithara Khurd B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Ogala B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Panoria B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Purawa B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Ranasar Kallan B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Rohila B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Rohila West B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Sonari B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Udasar B.O,344704,Delivery,BO,Jodhpur,Region Barmer
Gunga S.O,344705,Delivery,PO,Jodhpur,Region Barmer
Hadwa B.O,344705,Delivery,BO,Jodhpur,Region Barmer
Jhampli Kallan B.O,344705,Delivery,BO,Jodhpur,Region Barmer
Khudal B.O,344705,Delivery,BO,Jodhpur,Region Barmer
Rajdal B.O,344705,Delivery,BO,Jodhpur,Region Barmer
Swamy Ka Gaon B.O,344705,Delivery,BO,Jodhpur,Region Barmer
Sedwa S.O,344706,Delivery,PO,Jodhpur,Region Barmer
Arti B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bakhasar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bamarwala B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bhalgaon B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bhanwar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bhawaria B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Bisasar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Chinchrasar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Ekal B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Gangasara B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Gidan B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Harpalia B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Hathala B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Janpalia B.O,344706,Delivery,BO,Jodhpur,Region Barmer
